text,label
She had several episodes of atypical chest pain during her stay in the  [entity] MI [entity] CU and was ruled out for MI multiple times.,Absent
"The patient presented to [**Hospital3 **] ED on [**2112-3-2**] with generalized  [entity] weakness [entity] , fever to 103F, lethargy, dyspnea, and was noted to have an oxygen saturation in the 70s.",Present
"[entity] hematomas [entity] , partial resolution of bilateral perihilar ground-glass opacities, left SVC, however, no pulmonary emboli.",Present
Past Medical History: 1)Type 2 diabetes with complications including neuropathy 2)Charcot deformity of RLE s/p reconstruction and multiple revisions 3)Hypertension 4)A fib on coumadin 5)Systolic CHF EF 25% 6)s/p ICD placement in [**2-2**] at [**Hospital1 2025**] 7)h/o VT 8)GERD 9)Barrett's esophagus 10)osteoarthritis 11)OSA- uses CPAP 12)obesity 13) [entity] umbillical hernia [entity]  14)s/p gastric bypass 15)s/p CCY 16)s/p left rotator cuff tear and repair,Present
"Given the recent medication change and declining renal function, we will closely monitor for any development of [ENTITY]peripheral edema[/ENTITY].",Hypothetical
"Denies experiencing [ENTITY]heart failure[/ENTITY] in the past, with current echocardiogram showing normal left ventricular function and an ejection fraction of",Absent
"GI: Pt with hx of liver disease,  [entity] hepatocellular carcinoma [entity]  status post [**Month/Day (3) 54267**].",Present
The patient's condition deteriorated due to [ENTITY]respiratory infection[/ENTITY] complicated by sepsis and multi-organ failure.,Present
Chronic [ENTITY]AFib[/ENTITY] is noted with associated diastolic dysfunction and mild left ventricular hypertrophy on echocardiogram.,Present
There are no radiopaque foreign  bodies or  [entity] soft tissue calcifications [entity] .,Absent
"The angiogram demonstrated signs of ongoing [ENTITY]bleeding[/ENTITY] in the lower gastrointestinal tract, necessitating embolization.",Present
"EKG: NSR at 80, nl axis, nl intervals, no ST/T changes CXR: R LL  [entity] atelectasis [entity]",Present
"Despite complaints of chest pain, the patient had no reported episodes of [ENTITY]dizziness[/ENTITY], palpitations or syncopal events.",Absent
"Given elevated troponin, there's a potential for developing [ENTITY]malaise[/ENTITY] if acute coronary syndrome is precipitating.",Hypothetical
"Given the wound dehiscence, the patient remains vulnerable to developing a subsequent [ENTITY]bacterial infectious disease[/ENTITY] requiring aggressive management.",Hypothetical
Flanks with no deformities or  [entity] costovertebral angle tenderness [entity] .,Absent
"Given the recent hemiparesis, there is a low possibility of developing a [ENTITY]nauseous feeling[/ENTITY] with any positional changes.",Hypothetical
"The medical record indicates that the patient was not [ENTITY]intubated[/ENTITY] during their recent hospitalization for pneumonia, despite initial concerns for respiratory failure.",Absent
No  [entity] pulmonary embolism [entity] .,Absent
ECG showed  [entity] elevation in leads [entity]  v1-v3 and a code STEMI was initiated.,Present
Anticipating potential withdrawal [ENTITY]headache[/ENTITY] as the patient tapers off the opioid medication.,Hypothetical
"Currently, she denies  [entity] shortness of breath [entity]  or chest pain.",Absent
"Cranial nerve function intact, no meningismus noted, and [ENTITY]cephalgia[/ENTITY] ruled out upon physical examination; sinuses non-tender to palpation.",Absent
"He was given hydrocortisone 100 mg for empiric treatment and there was no effect on blood pressure; therefore, it was determined that it was highly unlikely his low blood pressure was due to  [entity] adrenal insufficiency [entity]  and likely was extensive vagal phenomenon from pressure on the groin status post procedure.",Present
He then had a witnessed  [entity] tonic-clonic seizure [entity] .,Present
A concern for [ENTITY]shortness of breath[/ENTITY] remains if residual pneumothorax occurs.,Hypothetical
REASON FOR THIS EXAMINATION:   does pt have recurrent PE  No contraindications for IV contrast  ______________________________________________________________________________                                  FINAL REPORT  INDICATION: History of  [entity] multple myeloma [entity]  and pulmonary embolus in [**2107-12-9**].,Present
"7)    (2) Atrial fibrillation status post ablation [**2169**] and [**2174**], on    coumadin    (3) Congenital  [entity] pulmonic valve stenosis [entity]  status post two childhood    surgeries    -history of RV failure    -history of peripheral edema and anasarca    (4) Chronic hyponatremia    (5) Chronic low back pain status post car accident    (6) Spinal cord meningioma compressing his spinal cord at C1/C2    (7) COPD    (8) Coronary artery disease status post stenting [**2169**] (bare    metal stent by Dr.",Present
"Although the patient reported subjective dyspnea, there is no objective indication of [ENTITY]fluid retention[/ENTITY] on examination; consider pulmonary function testing.",Absent
"Following the recent debridement, we anticipate possible [ENTITY]skin irritation[/ENTITY] at the wound margins.",Hypothetical
"Physical Exam: PE: Gen, very thin HEENT AT/NC, MMM no lesions, no bruits Neck Supple, no thyromegaly, no [**Doctor First Name **], no bruits Chest Clear, with slightly decreased BS at right base CVS RRR w/o MGR ABD soft, NTND, + BS, large left sided inguinal  [entity] hernia [entity] .",Present
"Patient reports prior CHF, however, today's presentation does not demonstrate any signs of [ENTITY]exacerbated heart failure[/ENTITY] on exam or CXR.",Absent
"The patient's cognitive function was assessed, and there was no indication of [ENTITY]aphasia[/ENTITY], with MMSE score remaining stable at",Absent
"The patient presents for evaluation of fatigue; review of systems is negative for [ENTITY]hyperglycemia[/ENTITY], polyuria, or polydipsia.",Absent
Further immunosuppression for the GVHD prophylaxis may increase the likelihood of developing a viral [ENTITY]respiratory infection[/ENTITY] in the coming weeks.,Hypothetical
"Brief Hospital Course: A/P: 57 y/o Spanish speaking female with h/o HTN,  [entity] DM2 [entity] , CAD s/p 4VCABG, hyperlipidemia, and asthma who presented to the ED with hypotension, now resolved, a brief episode of chest pain, ruled out, and abdominal pain, likely Gas/GERD.",Present
"Without evidence of [ENTITY]hyperglycemia[/ENTITY], the patient was transitioned from IV to oral medications for diabetes management and remains clinically stable.",Absent
"There were no signs or symptoms of [ENTITY]emphysema[/ENTITY] observed during the patient's hospital stay, and the patient was discharged on POD #",Absent
"Despite the patient's NSAID use, clinical assessment and laboratory studies demonstrated no [ENTITY]hematemesis[/ENTITY] or indication of GI hemorrhage.
Note Type: Discharge Summary
Section: Hospital Course
Target Entity: hematemesis
Negation: TRUE
---",Absent
"Not diagnosed with [ENTITY]diabetic[/ENTITY] neuropathy, the patient was referred to physical therapy for mobility issues unrelated to diabetes.",Absent
"The clinical assessment reveals no [ENTITY]respiratory failure[/ENTITY], as evidenced by a normal respiratory rate and no requirement for supplemental oxygen.",Absent
Negative for  [entity] dysuria [entity] .,Absent
"Concern for pulmonary embolism given the elevated D-dimer, but no [ENTITY]pneumonic process[/ENTITY] was observed.",Absent
"Dehydration secondary to gastroenteritis is the most likely diagnosis, [ENTITY]sepsis[/ENTITY] is not supported by any lab values or clinical presentation findings.",Absent
The patient tolerated the chest tube placement well; there was no development of [ENTITY]persistent cough[/ENTITY] post-procedure to indicate lung trauma or perforation.,Absent
"Patient denies any recent [ENTITY]retrosternal pain[/ENTITY], shortness of breath, or palpitations, and EKG shows no acute ST changes pre-procedure.",Absent
"Expect potential for prolonged mood dysregulation, possibly manifesting as [ENTITY]depressive disorder[/ENTITY] if pain remains uncontrolled.
Note Type: ICU/Transfer Note
Section: Assessment and Plan by System
Target Entity: depressive disorder
Hypothetical: TRUE
---",Hypothetical
No secondary signs of  [entity] perforation [entity] .,Absent
"Should the patient develop [ENTITY]dyspnea[/ENTITY], rule out pulmonary embolism with CT angio.",Hypothetical
"Should the fever spike again, a [ENTITY]neurological seizure[/ENTITY] remains a possible complication requiring immediate intervention.",Hypothetical
"The patient, with a history of chronic obstructive pulmonary disease, requires continued [ENTITY]mechanical ventilation[/ENTITY] support with PEEP at",Present
"Post-operative hyperglycemia was not observed, mitigating concerns of [ENTITY]unrecognized diabetic metabolic disturbance[/ENTITY] during the procedure.",Absent
The persistent bronchial breath sounds suggest a predisposition toward developing a complicated [ENTITY]lung infection[/ENTITY].,Hypothetical
Unable to    assess proximal muscle strength in lower extremities [**3-17**]  [entity] pain [entity] .,Present
"History of Present Illness: 55-year-old man with diabetes mellitus type 2, hypertension, severe peripheral [**First Name3 (LF) 1106**] disease s/p R SFA stent angioplasty and L SFA stent placement, congenital pulmonic valve stenosis, CAD s/p BMS stents,  [entity] diastolic CHF [entity] , atrial fibrillation s/p ablation on warfarin, stage 3 diabetic nephropathy, intradural tumor compressing his spinal cord at C1/C2, who was admitted on [**2176-8-29**] to neurosurgery for anterior cervical decompression at C5/6 fusion ([**8-29**]) and extradural tumor removal of C1 intradural tumor ([**8-30**]).",Present
The current leukocytosis and flank pain raise concern for a developing [ENTITY]temperature elevation[/ENTITY] if intra-abdominal abscess is present.,Hypothetical
"The patient's condition deteriorated due to a massive [ENTITY]hemorrhage[/ENTITY] resulting in hypotension and tachycardia, requiring vasopressor support.",Present
"Patient reporting intermittent spells of unresponsiveness, but denies any associated rhythmic movements, suggesting [ENTITY]seizure activity[/ENTITY] is unlikely.",Absent
"He was briefly put on therapeutic lovenox for  [entity] atrial fibrillation [entity] , but this was stopped as he was not felt to be eligible by CHADS criteria and also because of high fall risk.",Present
"The patient has a documented history of recurrent [ENTITY]systemic infections[/ENTITY], with the current episode being the most severe to date.",Present
"We will closely monitor for signs of [ENTITY]major depression[/ENTITY], especially if antihypertensives are initiated due to uncontrolled BP.",Hypothetical
"If patient reports subjective fever or rigors tonight, a prompt return to the ED will be advised to assess for [ENTITY]iatrogenic pyrexia[/ENTITY].
Note Type: Emergency Department Note
Section: Assessment and Plan
Target Entity: pyrexia
Hypothetical: TRUE",Hypothetical
"History of Present Illness: 69yo man with Lithium induced  [entity] end stage renal disease [entity]  on hemodialysis, being evaluated for renal transplant.",Present
ID - The patient had  [entity] Klebsiella pneumoniae urosepsis [entity] .,Present
"This is an 81 year old woman with a history of hypertension, who had  [entity] recurrent pericarditis [entity]  and pleuritis requiring percutaneous drainage in [**2137**].",Present
